번호,언어 제공자 ID,방향,타입(단어/문장),파일명,한국어
15543,15,정면,단어,KETI_SL_0000015543,34
15544,15,정면,단어,KETI_SL_0000015544,35
15545,15,정면,단어,KETI_SL_0000015545,36
15546,15,정면,단어,KETI_SL_0000015546,37
15547,15,정면,단어,KETI_SL_0000015547,38
15548,15,정면,단어,KETI_SL_0000015548,39
15549,15,정면,단어,KETI_SL_0000015549,40
15550,15,정면,단어,KETI_SL_0000015550,41
15551,15,정면,단어,KETI_SL_0000015551,42
15552,15,정면,단어,KETI_SL_0000015552,43
15553,15,정면,단어,KETI_SL_0000015553,44
15554,15,정면,단어,KETI_SL_0000015554,45
15555,15,정면,단어,KETI_SL_0000015555,46
15556,15,정면,단어,KETI_SL_0000015556,47
15557,15,정면,단어,KETI_SL_0000015557,48
15558,15,정면,단어,KETI_SL_0000015558,49
15559,15,정면,단어,KETI_SL_0000015559,50
15560,15,정면,단어,KETI_SL_0000015560,51
15561,15,정면,단어,KETI_SL_0000015561,52
15562,15,정면,단어,KETI_SL_0000015562,53
15563,15,정면,단어,KETI_SL_0000015563,54
15564,15,정면,단어,KETI_SL_0000015564,55
15565,15,정면,단어,KETI_SL_0000015565,56
15566,15,정면,단어,KETI_SL_0000015566,57
15567,15,정면,단어,KETI_SL_0000015567,58
15568,15,정면,단어,KETI_SL_0000015568,59
15569,15,정면,단어,KETI_SL_0000015569,60
15570,15,정면,단어,KETI_SL_0000015570,61
15571,15,정면,단어,KETI_SL_0000015571,62
15572,15,정면,단어,KETI_SL_0000015572,63
15573,15,정면,단어,KETI_SL_0000015573,64
15574,15,정면,단어,KETI_SL_0000015574,65
15575,15,정면,단어,KETI_SL_0000015575,66
15576,15,정면,단어,KETI_SL_0000015576,67
15577,15,정면,단어,KETI_SL_0000015577,68
15578,15,정면,단어,KETI_SL_0000015578,69
15579,15,정면,단어,KETI_SL_0000015579,70
15580,15,정면,단어,KETI_SL_0000015580,71
15581,15,정면,단어,KETI_SL_0000015581,72
15582,15,정면,단어,KETI_SL_0000015582,73
15583,15,정면,단어,KETI_SL_0000015583,74
15584,15,정면,단어,KETI_SL_0000015584,75
15585,15,정면,단어,KETI_SL_0000015585,76
15586,15,정면,단어,KETI_SL_0000015586,77
15587,15,정면,단어,KETI_SL_0000015587,78
15588,15,정면,단어,KETI_SL_0000015588,79
15589,15,정면,단어,KETI_SL_0000015589,80
15590,15,정면,단어,KETI_SL_0000015590,81
15591,15,정면,단어,KETI_SL_0000015591,82
15592,15,정면,단어,KETI_SL_0000015592,83
15593,15,정면,단어,KETI_SL_0000015593,84
15594,15,정면,단어,KETI_SL_0000015594,85
15595,15,정면,단어,KETI_SL_0000015595,86
15596,15,정면,단어,KETI_SL_0000015596,87
15597,15,정면,단어,KETI_SL_0000015597,88
15598,15,정면,단어,KETI_SL_0000015598,89
15599,15,정면,단어,KETI_SL_0000015599,90
15600,15,정면,단어,KETI_SL_0000015600,91
15601,15,정면,단어,KETI_SL_0000015601,92
15602,15,정면,단어,KETI_SL_0000015602,93
15603,15,정면,단어,KETI_SL_0000015603,94
15604,15,정면,단어,KETI_SL_0000015604,95
15605,15,정면,단어,KETI_SL_0000015605,96
15606,15,정면,단어,KETI_SL_0000015606,97
15607,15,정면,단어,KETI_SL_0000015607,98
15608,15,정면,단어,KETI_SL_0000015608,99
15609,15,정면,단어,KETI_SL_0000015609,100
15928,15,좌측면,단어,KETI_SL_0000015928,0
15929,15,좌측면,단어,KETI_SL_0000015929,1
15930,15,좌측면,단어,KETI_SL_0000015930,2
15931,15,좌측면,단어,KETI_SL_0000015931,3
15932,15,좌측면,단어,KETI_SL_0000015932,4
15933,15,좌측면,단어,KETI_SL_0000015933,5
15934,15,좌측면,단어,KETI_SL_0000015934,6
15935,15,좌측면,단어,KETI_SL_0000015935,7
15936,15,좌측면,단어,KETI_SL_0000015936,8
15937,15,좌측면,단어,KETI_SL_0000015937,9
15938,15,좌측면,단어,KETI_SL_0000015938,10
15939,15,좌측면,단어,KETI_SL_0000015939,11
15940,15,좌측면,단어,KETI_SL_0000015940,12
15941,15,좌측면,단어,KETI_SL_0000015941,13
15942,15,좌측면,단어,KETI_SL_0000015942,14
15943,15,좌측면,단어,KETI_SL_0000015943,15
15944,15,좌측면,단어,KETI_SL_0000015944,16
15945,15,좌측면,단어,KETI_SL_0000015945,17
15946,15,좌측면,단어,KETI_SL_0000015946,18
15947,15,좌측면,단어,KETI_SL_0000015947,19
15948,15,좌측면,단어,KETI_SL_0000015948,20
15949,15,좌측면,단어,KETI_SL_0000015949,21
15950,15,좌측면,단어,KETI_SL_0000015950,22
15951,15,좌측면,단어,KETI_SL_0000015951,23
15952,15,좌측면,단어,KETI_SL_0000015952,24
15953,15,좌측면,단어,KETI_SL_0000015953,25
15954,15,좌측면,단어,KETI_SL_0000015954,26
15955,15,좌측면,단어,KETI_SL_0000015955,27
15956,15,좌측면,단어,KETI_SL_0000015956,28
15957,15,좌측면,단어,KETI_SL_0000015957,29
15958,15,좌측면,단어,KETI_SL_0000015958,30
15959,15,좌측면,단어,KETI_SL_0000015959,31
15960,15,좌측면,단어,KETI_SL_0000015960,32
15961,15,좌측면,단어,KETI_SL_0000015961,33
15962,15,좌측면,단어,KETI_SL_0000015962,34
15963,15,좌측면,단어,KETI_SL_0000015963,35
15964,15,좌측면,단어,KETI_SL_0000015964,36
15965,15,좌측면,단어,KETI_SL_0000015965,37
15966,15,좌측면,단어,KETI_SL_0000015966,38
15967,15,좌측면,단어,KETI_SL_0000015967,39
15968,15,좌측면,단어,KETI_SL_0000015968,40
15969,15,좌측면,단어,KETI_SL_0000015969,41
15970,15,좌측면,단어,KETI_SL_0000015970,42
15971,15,좌측면,단어,KETI_SL_0000015971,43
15972,15,좌측면,단어,KETI_SL_0000015972,44
15973,15,좌측면,단어,KETI_SL_0000015973,45
15974,15,좌측면,단어,KETI_SL_0000015974,46
15975,15,좌측면,단어,KETI_SL_0000015975,47
15976,15,좌측면,단어,KETI_SL_0000015976,48
15977,15,좌측면,단어,KETI_SL_0000015977,49
15978,15,좌측면,단어,KETI_SL_0000015978,50
15979,15,좌측면,단어,KETI_SL_0000015979,51
15980,15,좌측면,단어,KETI_SL_0000015980,52
15981,15,좌측면,단어,KETI_SL_0000015981,53
15982,15,좌측면,단어,KETI_SL_0000015982,54
15983,15,좌측면,단어,KETI_SL_0000015983,55
15984,15,좌측면,단어,KETI_SL_0000015984,56
15985,15,좌측면,단어,KETI_SL_0000015985,57
15986,15,좌측면,단어,KETI_SL_0000015986,58
15987,15,좌측면,단어,KETI_SL_0000015987,59
15988,15,좌측면,단어,KETI_SL_0000015988,60
15989,15,좌측면,단어,KETI_SL_0000015989,61
15990,15,좌측면,단어,KETI_SL_0000015990,62
15991,15,좌측면,단어,KETI_SL_0000015991,63
15992,15,좌측면,단어,KETI_SL_0000015992,64
15993,15,좌측면,단어,KETI_SL_0000015993,65
15994,15,좌측면,단어,KETI_SL_0000015994,66
15995,15,좌측면,단어,KETI_SL_0000015995,67
15996,15,좌측면,단어,KETI_SL_0000015996,68
15997,15,좌측면,단어,KETI_SL_0000015997,69
15998,15,좌측면,단어,KETI_SL_0000015998,70
15999,15,좌측면,단어,KETI_SL_0000015999,71
16000,15,좌측면,단어,KETI_SL_0000016000,72
16001,15,좌측면,단어,KETI_SL_0000016001,73
16002,15,좌측면,단어,KETI_SL_0000016002,74
16003,15,좌측면,단어,KETI_SL_0000016003,75
16004,15,좌측면,단어,KETI_SL_0000016004,76
16005,15,좌측면,단어,KETI_SL_0000016005,77
16006,15,좌측면,단어,KETI_SL_0000016006,78
16007,15,좌측면,단어,KETI_SL_0000016007,79
16008,15,좌측면,단어,KETI_SL_0000016008,80
16009,15,좌측면,단어,KETI_SL_0000016009,81
16010,15,좌측면,단어,KETI_SL_0000016010,82
16011,15,좌측면,단어,KETI_SL_0000016011,83
16012,15,좌측면,단어,KETI_SL_0000016012,84
16013,15,좌측면,단어,KETI_SL_0000016013,85
16014,15,좌측면,단어,KETI_SL_0000016014,86
16015,15,좌측면,단어,KETI_SL_0000016015,87
16016,15,좌측면,단어,KETI_SL_0000016016,88
16017,15,좌측면,단어,KETI_SL_0000016017,89
16018,15,좌측면,단어,KETI_SL_0000016018,90
16019,15,좌측면,단어,KETI_SL_0000016019,91
16020,15,좌측면,단어,KETI_SL_0000016020,92
16021,15,좌측면,단어,KETI_SL_0000016021,93
16022,15,좌측면,단어,KETI_SL_0000016022,94
16023,15,좌측면,단어,KETI_SL_0000016023,95
16024,15,좌측면,단어,KETI_SL_0000016024,96
16025,15,좌측면,단어,KETI_SL_0000016025,97
16026,15,좌측면,단어,KETI_SL_0000016026,98
16027,15,좌측면,단어,KETI_SL_0000016027,99
16028,15,좌측면,단어,KETI_SL_0000016028,100
16347,15,우측면,단어,KETI_SL_0000016347,0
16348,15,우측면,단어,KETI_SL_0000016348,1
16349,15,우측면,단어,KETI_SL_0000016349,2
16350,15,우측면,단어,KETI_SL_0000016350,3
16351,15,우측면,단어,KETI_SL_0000016351,4
16352,15,우측면,단어,KETI_SL_0000016352,5
16353,15,우측면,단어,KETI_SL_0000016353,6
16354,15,우측면,단어,KETI_SL_0000016354,7
16355,15,우측면,단어,KETI_SL_0000016355,8
16356,15,우측면,단어,KETI_SL_0000016356,9
16357,15,우측면,단어,KETI_SL_0000016357,10
16358,15,우측면,단어,KETI_SL_0000016358,11
16359,15,우측면,단어,KETI_SL_0000016359,12
16360,15,우측면,단어,KETI_SL_0000016360,13
16361,15,우측면,단어,KETI_SL_0000016361,14
16362,15,우측면,단어,KETI_SL_0000016362,15
16363,15,우측면,단어,KETI_SL_0000016363,16
16364,15,우측면,단어,KETI_SL_0000016364,17
16365,15,우측면,단어,KETI_SL_0000016365,18
16366,15,우측면,단어,KETI_SL_0000016366,19
16367,15,우측면,단어,KETI_SL_0000016367,20
16368,15,우측면,단어,KETI_SL_0000016368,21
16369,15,우측면,단어,KETI_SL_0000016369,22
16370,15,우측면,단어,KETI_SL_0000016370,23
16371,15,우측면,단어,KETI_SL_0000016371,24
16372,15,우측면,단어,KETI_SL_0000016372,25
16373,15,우측면,단어,KETI_SL_0000016373,26
16374,15,우측면,단어,KETI_SL_0000016374,27
16375,15,우측면,단어,KETI_SL_0000016375,28
16376,15,우측면,단어,KETI_SL_0000016376,29
16377,15,우측면,단어,KETI_SL_0000016377,30
16378,15,우측면,단어,KETI_SL_0000016378,31
16379,15,우측면,단어,KETI_SL_0000016379,32
16380,15,우측면,단어,KETI_SL_0000016380,33
16381,15,우측면,단어,KETI_SL_0000016381,34
16382,15,우측면,단어,KETI_SL_0000016382,35
16383,15,우측면,단어,KETI_SL_0000016383,36
16384,15,우측면,단어,KETI_SL_0000016384,37
16385,15,우측면,단어,KETI_SL_0000016385,38
16386,15,우측면,단어,KETI_SL_0000016386,39
16387,15,우측면,단어,KETI_SL_0000016387,40
16388,15,우측면,단어,KETI_SL_0000016388,41
16389,15,우측면,단어,KETI_SL_0000016389,42
16390,15,우측면,단어,KETI_SL_0000016390,43
16391,15,우측면,단어,KETI_SL_0000016391,44
16392,15,우측면,단어,KETI_SL_0000016392,45
16393,15,우측면,단어,KETI_SL_0000016393,46
16394,15,우측면,단어,KETI_SL_0000016394,47
16395,15,우측면,단어,KETI_SL_0000016395,48
16396,15,우측면,단어,KETI_SL_0000016396,49
16397,15,우측면,단어,KETI_SL_0000016397,50
16398,15,우측면,단어,KETI_SL_0000016398,51
16399,15,우측면,단어,KETI_SL_0000016399,52
16400,15,우측면,단어,KETI_SL_0000016400,53
16401,15,우측면,단어,KETI_SL_0000016401,54
16402,15,우측면,단어,KETI_SL_0000016402,55
16403,15,우측면,단어,KETI_SL_0000016403,56
16404,15,우측면,단어,KETI_SL_0000016404,57
16405,15,우측면,단어,KETI_SL_0000016405,58
16406,15,우측면,단어,KETI_SL_0000016406,59
16407,15,우측면,단어,KETI_SL_0000016407,60
16408,15,우측면,단어,KETI_SL_0000016408,61
16409,15,우측면,단어,KETI_SL_0000016409,62
16410,15,우측면,단어,KETI_SL_0000016410,63
16411,15,우측면,단어,KETI_SL_0000016411,64
16412,15,우측면,단어,KETI_SL_0000016412,65
16413,15,우측면,단어,KETI_SL_0000016413,66
16414,15,우측면,단어,KETI_SL_0000016414,67
16415,15,우측면,단어,KETI_SL_0000016415,68
16416,15,우측면,단어,KETI_SL_0000016416,69
16417,15,우측면,단어,KETI_SL_0000016417,70
16418,15,우측면,단어,KETI_SL_0000016418,71
16419,15,우측면,단어,KETI_SL_0000016419,72
16420,15,우측면,단어,KETI_SL_0000016420,73
16421,15,우측면,단어,KETI_SL_0000016421,74
16422,15,우측면,단어,KETI_SL_0000016422,75
16423,15,우측면,단어,KETI_SL_0000016423,76
16424,15,우측면,단어,KETI_SL_0000016424,77
16425,15,우측면,단어,KETI_SL_0000016425,78
16426,15,우측면,단어,KETI_SL_0000016426,79
16427,15,우측면,단어,KETI_SL_0000016427,80
16428,15,우측면,단어,KETI_SL_0000016428,81
16429,15,우측면,단어,KETI_SL_0000016429,82
16430,15,우측면,단어,KETI_SL_0000016430,83
16431,15,우측면,단어,KETI_SL_0000016431,84
16432,15,우측면,단어,KETI_SL_0000016432,85
16433,15,우측면,단어,KETI_SL_0000016433,86
16434,15,우측면,단어,KETI_SL_0000016434,87
16435,15,우측면,단어,KETI_SL_0000016435,88
16436,15,우측면,단어,KETI_SL_0000016436,89
16437,15,우측면,단어,KETI_SL_0000016437,90
16438,15,우측면,단어,KETI_SL_0000016438,91
16439,15,우측면,단어,KETI_SL_0000016439,92
16440,15,우측면,단어,KETI_SL_0000016440,93
16441,15,우측면,단어,KETI_SL_0000016441,94
16442,15,우측면,단어,KETI_SL_0000016442,95
16443,15,우측면,단어,KETI_SL_0000016443,96
16444,15,우측면,단어,KETI_SL_0000016444,97
16445,15,우측면,단어,KETI_SL_0000016445,98
16446,15,우측면,단어,KETI_SL_0000016446,99
16447,15,우측면,단어,KETI_SL_0000016447,100
16766,16,정면,단어,KETI_SL_0000016766,0
16767,16,정면,단어,KETI_SL_0000016767,1
16768,16,정면,단어,KETI_SL_0000016768,2
16769,16,정면,단어,KETI_SL_0000016769,3
16770,16,정면,단어,KETI_SL_0000016770,4
16771,16,정면,단어,KETI_SL_0000016771,5
16772,16,정면,단어,KETI_SL_0000016772,6
16773,16,정면,단어,KETI_SL_0000016773,7
16774,16,정면,단어,KETI_SL_0000016774,8
16775,16,정면,단어,KETI_SL_0000016775,9
16776,16,정면,단어,KETI_SL_0000016776,10
16777,16,정면,단어,KETI_SL_0000016777,11
16778,16,정면,단어,KETI_SL_0000016778,12
16779,16,정면,단어,KETI_SL_0000016779,13
16780,16,정면,단어,KETI_SL_0000016780,14
16781,16,정면,단어,KETI_SL_0000016781,15
16782,16,정면,단어,KETI_SL_0000016782,16
16783,16,정면,단어,KETI_SL_0000016783,17
16784,16,정면,단어,KETI_SL_0000016784,18
16785,16,정면,단어,KETI_SL_0000016785,19
16786,16,정면,단어,KETI_SL_0000016786,20
16787,16,정면,단어,KETI_SL_0000016787,21
16788,16,정면,단어,KETI_SL_0000016788,22
16789,16,정면,단어,KETI_SL_0000016789,23
16790,16,정면,단어,KETI_SL_0000016790,24
16791,16,정면,단어,KETI_SL_0000016791,25
16792,16,정면,단어,KETI_SL_0000016792,26
16793,16,정면,단어,KETI_SL_0000016793,27
16794,16,정면,단어,KETI_SL_0000016794,28
16795,16,정면,단어,KETI_SL_0000016795,29
16796,16,정면,단어,KETI_SL_0000016796,30
16797,16,정면,단어,KETI_SL_0000016797,31
16798,16,정면,단어,KETI_SL_0000016798,32
16799,16,정면,단어,KETI_SL_0000016799,33
16800,16,정면,단어,KETI_SL_0000016800,34
16801,16,정면,단어,KETI_SL_0000016801,35
16802,16,정면,단어,KETI_SL_0000016802,36
16803,16,정면,단어,KETI_SL_0000016803,37
16804,16,정면,단어,KETI_SL_0000016804,38
16805,16,정면,단어,KETI_SL_0000016805,39
16806,16,정면,단어,KETI_SL_0000016806,40
16807,16,정면,단어,KETI_SL_0000016807,41
16808,16,정면,단어,KETI_SL_0000016808,42
16809,16,정면,단어,KETI_SL_0000016809,43
16810,16,정면,단어,KETI_SL_0000016810,44
16811,16,정면,단어,KETI_SL_0000016811,45
16812,16,정면,단어,KETI_SL_0000016812,46
16813,16,정면,단어,KETI_SL_0000016813,47
16814,16,정면,단어,KETI_SL_0000016814,48
16815,16,정면,단어,KETI_SL_0000016815,49
16816,16,정면,단어,KETI_SL_0000016816,50
16817,16,정면,단어,KETI_SL_0000016817,51
16818,16,정면,단어,KETI_SL_0000016818,52
16819,16,정면,단어,KETI_SL_0000016819,53
16820,16,정면,단어,KETI_SL_0000016820,54
16821,16,정면,단어,KETI_SL_0000016821,55
16822,16,정면,단어,KETI_SL_0000016822,56
16823,16,정면,단어,KETI_SL_0000016823,57
16824,16,정면,단어,KETI_SL_0000016824,58
16825,16,정면,단어,KETI_SL_0000016825,59
16826,16,정면,단어,KETI_SL_0000016826,60
16827,16,정면,단어,KETI_SL_0000016827,61
16828,16,정면,단어,KETI_SL_0000016828,62
16829,16,정면,단어,KETI_SL_0000016829,63
16830,16,정면,단어,KETI_SL_0000016830,64
16831,16,정면,단어,KETI_SL_0000016831,65
16832,16,정면,단어,KETI_SL_0000016832,66
16833,16,정면,단어,KETI_SL_0000016833,67
16834,16,정면,단어,KETI_SL_0000016834,68
16835,16,정면,단어,KETI_SL_0000016835,69
16836,16,정면,단어,KETI_SL_0000016836,70
16837,16,정면,단어,KETI_SL_0000016837,71
16838,16,정면,단어,KETI_SL_0000016838,72
16839,16,정면,단어,KETI_SL_0000016839,73
16840,16,정면,단어,KETI_SL_0000016840,74
16841,16,정면,단어,KETI_SL_0000016841,75
16842,16,정면,단어,KETI_SL_0000016842,76
16843,16,정면,단어,KETI_SL_0000016843,77
16844,16,정면,단어,KETI_SL_0000016844,78
16845,16,정면,단어,KETI_SL_0000016845,79
16846,16,정면,단어,KETI_SL_0000016846,80
16847,16,정면,단어,KETI_SL_0000016847,81
16848,16,정면,단어,KETI_SL_0000016848,82
16849,16,정면,단어,KETI_SL_0000016849,83
16850,16,정면,단어,KETI_SL_0000016850,84
16851,16,정면,단어,KETI_SL_0000016851,85
16852,16,정면,단어,KETI_SL_0000016852,86
16853,16,정면,단어,KETI_SL_0000016853,87
16854,16,정면,단어,KETI_SL_0000016854,88
16855,16,정면,단어,KETI_SL_0000016855,89
16856,16,정면,단어,KETI_SL_0000016856,90
16857,16,정면,단어,KETI_SL_0000016857,91
16858,16,정면,단어,KETI_SL_0000016858,92
16859,16,정면,단어,KETI_SL_0000016859,93
16860,16,정면,단어,KETI_SL_0000016860,94
16861,16,정면,단어,KETI_SL_0000016861,95
16862,16,정면,단어,KETI_SL_0000016862,96
16863,16,정면,단어,KETI_SL_0000016863,97
16864,16,정면,단어,KETI_SL_0000016864,98
16865,16,정면,단어,KETI_SL_0000016865,99
16866,16,정면,단어,KETI_SL_0000016866,100
17185,16,좌측면,단어,KETI_SL_0000017185,0
17186,16,좌측면,단어,KETI_SL_0000017186,1
17187,16,좌측면,단어,KETI_SL_0000017187,2
17188,16,좌측면,단어,KETI_SL_0000017188,3
17189,16,좌측면,단어,KETI_SL_0000017189,4
17190,16,좌측면,단어,KETI_SL_0000017190,5
17191,16,좌측면,단어,KETI_SL_0000017191,6
17192,16,좌측면,단어,KETI_SL_0000017192,7
17193,16,좌측면,단어,KETI_SL_0000017193,8
17194,16,좌측면,단어,KETI_SL_0000017194,9
17195,16,좌측면,단어,KETI_SL_0000017195,10
17196,16,좌측면,단어,KETI_SL_0000017196,11
17197,16,좌측면,단어,KETI_SL_0000017197,12
17198,16,좌측면,단어,KETI_SL_0000017198,13
17199,16,좌측면,단어,KETI_SL_0000017199,14
17200,16,좌측면,단어,KETI_SL_0000017200,15
17201,16,좌측면,단어,KETI_SL_0000017201,16
17202,16,좌측면,단어,KETI_SL_0000017202,17
17203,16,좌측면,단어,KETI_SL_0000017203,18
17204,16,좌측면,단어,KETI_SL_0000017204,19
17205,16,좌측면,단어,KETI_SL_0000017205,20
17206,16,좌측면,단어,KETI_SL_0000017206,21
17207,16,좌측면,단어,KETI_SL_0000017207,22
17208,16,좌측면,단어,KETI_SL_0000017208,23
17209,16,좌측면,단어,KETI_SL_0000017209,24
17210,16,좌측면,단어,KETI_SL_0000017210,25
17211,16,좌측면,단어,KETI_SL_0000017211,26
17212,16,좌측면,단어,KETI_SL_0000017212,27
17213,16,좌측면,단어,KETI_SL_0000017213,28
17214,16,좌측면,단어,KETI_SL_0000017214,29
17215,16,좌측면,단어,KETI_SL_0000017215,30
17216,16,좌측면,단어,KETI_SL_0000017216,31
17217,16,좌측면,단어,KETI_SL_0000017217,32
17218,16,좌측면,단어,KETI_SL_0000017218,33
17219,16,좌측면,단어,KETI_SL_0000017219,34
17220,16,좌측면,단어,KETI_SL_0000017220,35
17221,16,좌측면,단어,KETI_SL_0000017221,36
17222,16,좌측면,단어,KETI_SL_0000017222,37
17223,16,좌측면,단어,KETI_SL_0000017223,38
17224,16,좌측면,단어,KETI_SL_0000017224,39
17225,16,좌측면,단어,KETI_SL_0000017225,40
17226,16,좌측면,단어,KETI_SL_0000017226,41
17227,16,좌측면,단어,KETI_SL_0000017227,42
17228,16,좌측면,단어,KETI_SL_0000017228,43
17229,16,좌측면,단어,KETI_SL_0000017229,44
17230,16,좌측면,단어,KETI_SL_0000017230,45
17231,16,좌측면,단어,KETI_SL_0000017231,46
17232,16,좌측면,단어,KETI_SL_0000017232,47
17233,16,좌측면,단어,KETI_SL_0000017233,48
17234,16,좌측면,단어,KETI_SL_0000017234,49
17235,16,좌측면,단어,KETI_SL_0000017235,50
17236,16,좌측면,단어,KETI_SL_0000017236,51
17237,16,좌측면,단어,KETI_SL_0000017237,52
17238,16,좌측면,단어,KETI_SL_0000017238,53
17239,16,좌측면,단어,KETI_SL_0000017239,54
17240,16,좌측면,단어,KETI_SL_0000017240,55
17241,16,좌측면,단어,KETI_SL_0000017241,56
17242,16,좌측면,단어,KETI_SL_0000017242,57
17243,16,좌측면,단어,KETI_SL_0000017243,58
17244,16,좌측면,단어,KETI_SL_0000017244,59
17245,16,좌측면,단어,KETI_SL_0000017245,60
17246,16,좌측면,단어,KETI_SL_0000017246,61
17247,16,좌측면,단어,KETI_SL_0000017247,62
17248,16,좌측면,단어,KETI_SL_0000017248,63
17249,16,좌측면,단어,KETI_SL_0000017249,64
17250,16,좌측면,단어,KETI_SL_0000017250,65
17251,16,좌측면,단어,KETI_SL_0000017251,66
17252,16,좌측면,단어,KETI_SL_0000017252,67
17253,16,좌측면,단어,KETI_SL_0000017253,68
17254,16,좌측면,단어,KETI_SL_0000017254,69
17255,16,좌측면,단어,KETI_SL_0000017255,70
17256,16,좌측면,단어,KETI_SL_0000017256,71
17257,16,좌측면,단어,KETI_SL_0000017257,72
17258,16,좌측면,단어,KETI_SL_0000017258,73
17259,16,좌측면,단어,KETI_SL_0000017259,74
17260,16,좌측면,단어,KETI_SL_0000017260,75
17261,16,좌측면,단어,KETI_SL_0000017261,76
17262,16,좌측면,단어,KETI_SL_0000017262,77
17263,16,좌측면,단어,KETI_SL_0000017263,78
17264,16,좌측면,단어,KETI_SL_0000017264,79
17265,16,좌측면,단어,KETI_SL_0000017265,80
17266,16,좌측면,단어,KETI_SL_0000017266,81
17267,16,좌측면,단어,KETI_SL_0000017267,82
17268,16,좌측면,단어,KETI_SL_0000017268,83
17269,16,좌측면,단어,KETI_SL_0000017269,84
17270,16,좌측면,단어,KETI_SL_0000017270,85
17271,16,좌측면,단어,KETI_SL_0000017271,86
17272,16,좌측면,단어,KETI_SL_0000017272,87
17273,16,좌측면,단어,KETI_SL_0000017273,88
17274,16,좌측면,단어,KETI_SL_0000017274,89
17275,16,좌측면,단어,KETI_SL_0000017275,90
17276,16,좌측면,단어,KETI_SL_0000017276,91
17277,16,좌측면,단어,KETI_SL_0000017277,92
17278,16,좌측면,단어,KETI_SL_0000017278,93
17279,16,좌측면,단어,KETI_SL_0000017279,94
17280,16,좌측면,단어,KETI_SL_0000017280,95
17281,16,좌측면,단어,KETI_SL_0000017281,96
17282,16,좌측면,단어,KETI_SL_0000017282,97
17283,16,좌측면,단어,KETI_SL_0000017283,98
17284,16,좌측면,단어,KETI_SL_0000017284,99
17285,16,좌측면,단어,KETI_SL_0000017285,100
17604,16,우측면,단어,KETI_SL_0000017604,0
17605,16,우측면,단어,KETI_SL_0000017605,1
17606,16,우측면,단어,KETI_SL_0000017606,2
17607,16,우측면,단어,KETI_SL_0000017607,3
17608,16,우측면,단어,KETI_SL_0000017608,4
17609,16,우측면,단어,KETI_SL_0000017609,5
17610,16,우측면,단어,KETI_SL_0000017610,6
17611,16,우측면,단어,KETI_SL_0000017611,7
17612,16,우측면,단어,KETI_SL_0000017612,8
17613,16,우측면,단어,KETI_SL_0000017613,9
17614,16,우측면,단어,KETI_SL_0000017614,10
17615,16,우측면,단어,KETI_SL_0000017615,11
17616,16,우측면,단어,KETI_SL_0000017616,12
17617,16,우측면,단어,KETI_SL_0000017617,13
17618,16,우측면,단어,KETI_SL_0000017618,14
17619,16,우측면,단어,KETI_SL_0000017619,15
17620,16,우측면,단어,KETI_SL_0000017620,16
17621,16,우측면,단어,KETI_SL_0000017621,17
17622,16,우측면,단어,KETI_SL_0000017622,18
17623,16,우측면,단어,KETI_SL_0000017623,19
17624,16,우측면,단어,KETI_SL_0000017624,20
17625,16,우측면,단어,KETI_SL_0000017625,21
17626,16,우측면,단어,KETI_SL_0000017626,22
17627,16,우측면,단어,KETI_SL_0000017627,23
17628,16,우측면,단어,KETI_SL_0000017628,24
17629,16,우측면,단어,KETI_SL_0000017629,25
17630,16,우측면,단어,KETI_SL_0000017630,26
17631,16,우측면,단어,KETI_SL_0000017631,27
17632,16,우측면,단어,KETI_SL_0000017632,28
17633,16,우측면,단어,KETI_SL_0000017633,29
17634,16,우측면,단어,KETI_SL_0000017634,30
17635,16,우측면,단어,KETI_SL_0000017635,31
17636,16,우측면,단어,KETI_SL_0000017636,32
17637,16,우측면,단어,KETI_SL_0000017637,33
17638,16,우측면,단어,KETI_SL_0000017638,34
17639,16,우측면,단어,KETI_SL_0000017639,35
17640,16,우측면,단어,KETI_SL_0000017640,36
17641,16,우측면,단어,KETI_SL_0000017641,37
17642,16,우측면,단어,KETI_SL_0000017642,38
17643,16,우측면,단어,KETI_SL_0000017643,39
17644,16,우측면,단어,KETI_SL_0000017644,40
17645,16,우측면,단어,KETI_SL_0000017645,41
17646,16,우측면,단어,KETI_SL_0000017646,42
17647,16,우측면,단어,KETI_SL_0000017647,43
17648,16,우측면,단어,KETI_SL_0000017648,44
17649,16,우측면,단어,KETI_SL_0000017649,45
17650,16,우측면,단어,KETI_SL_0000017650,46
17651,16,우측면,단어,KETI_SL_0000017651,47
17652,16,우측면,단어,KETI_SL_0000017652,48
17653,16,우측면,단어,KETI_SL_0000017653,49
17654,16,우측면,단어,KETI_SL_0000017654,50
17655,16,우측면,단어,KETI_SL_0000017655,51
17656,16,우측면,단어,KETI_SL_0000017656,52
17657,16,우측면,단어,KETI_SL_0000017657,53
17658,16,우측면,단어,KETI_SL_0000017658,54
17659,16,우측면,단어,KETI_SL_0000017659,55
17660,16,우측면,단어,KETI_SL_0000017660,56
17661,16,우측면,단어,KETI_SL_0000017661,57
17662,16,우측면,단어,KETI_SL_0000017662,58
17663,16,우측면,단어,KETI_SL_0000017663,59
17664,16,우측면,단어,KETI_SL_0000017664,60
17665,16,우측면,단어,KETI_SL_0000017665,61
17666,16,우측면,단어,KETI_SL_0000017666,62
17667,16,우측면,단어,KETI_SL_0000017667,63
