번호,언어 제공자 ID,취득연도,방향,타입(단어/문장),,파일명,한국어,
19503,18,2018,정면,단어,,KETI_SL_0000019503,밭,
19504,18,2018,정면,단어,,KETI_SL_0000019504,배,
19505,18,2018,정면,단어,,KETI_SL_0000019505,복부,
19506,18,2018,정면,단어,,KETI_SL_0000019506,배고프다,
19507,18,2018,정면,단어,,KETI_SL_0000019507,뱀,
19508,18,2018,정면,단어,,KETI_SL_0000019508,벌,
19509,18,2018,정면,단어,,KETI_SL_0000019509,범람,
19510,18,2018,정면,단어,,KETI_SL_0000019510,벼락,
19511,18,2018,정면,단어,,KETI_SL_0000019511,병원,
19512,18,2018,정면,단어,,KETI_SL_0000019512,보건소,
19513,18,2018,정면,단어,,KETI_SL_0000019513,보내주세요(경찰),
19514,18,2018,정면,단어,,KETI_SL_0000019514,보내주세요(구급차),
19515,18,2018,정면,단어,,KETI_SL_0000019515,복통,
19516,18,2018,정면,단어,,KETI_SL_0000019516,볼,
19517,18,2018,정면,단어,,KETI_SL_0000019517,부엌,
19518,18,2018,정면,단어,,KETI_SL_0000019518,불,
19519,18,2018,정면,단어,,KETI_SL_0000019519,불나다,
19520,18,2018,정면,단어,,KETI_SL_0000019520,붕대,
19521,18,2018,정면,단어,,KETI_SL_0000019521,비닐하우스,
19522,18,2018,정면,단어,,KETI_SL_0000019522,비상약,
19523,18,2018,정면,단어,,KETI_SL_0000019523,빌라,
19524,18,2018,정면,단어,,KETI_SL_0000019524,뼈,
19525,18,2018,정면,단어,,KETI_SL_0000019525,사이,
19526,18,2018,정면,단어,,KETI_SL_0000019526,산,
19527,18,2018,정면,단어,,KETI_SL_0000019527,살충제,
19528,18,2018,정면,단어,,KETI_SL_0000019528,살해,
19529,18,2018,정면,단어,,KETI_SL_0000019529,삼키다,
19530,18,2018,정면,단어,,KETI_SL_0000019530,서대문구,
19531,18,2018,정면,단어,,KETI_SL_0000019531,서랍,
19532,18,2018,정면,단어,,KETI_SL_0000019532,서울시,
19533,18,2018,정면,단어,,KETI_SL_0000019533,서초구,
19534,18,2018,정면,단어,,KETI_SL_0000019534,선반,
19535,18,2018,정면,단어,,KETI_SL_0000019535,선생님,
19536,18,2018,정면,단어,,KETI_SL_0000019536,성동구,
19537,18,2018,정면,단어,,KETI_SL_0000019537,성북구,
19538,18,2018,정면,단어,,KETI_SL_0000019538,성폭행,
19539,18,2018,정면,단어,,KETI_SL_0000019539,소방관,
19540,18,2018,정면,단어,,KETI_SL_0000019540,소방차,
19541,18,2018,정면,단어,,KETI_SL_0000019541,소화기,
19542,18,2018,정면,단어,,KETI_SL_0000019542,소화전,
19543,18,2018,정면,단어,,KETI_SL_0000019543,손,
19544,18,2018,정면,단어,,KETI_SL_0000019544,손가락,
19545,18,2018,정면,단어,,KETI_SL_0000019545,손목,
19546,18,2018,정면,단어,,KETI_SL_0000019546,송파구,
19547,18,2018,정면,단어,,KETI_SL_0000019547,수영장,
19548,18,2018,정면,단어,,KETI_SL_0000019548,수요일,
19549,18,2018,정면,단어,,KETI_SL_0000019549,술취한 사람,
19550,18,2018,정면,단어,,KETI_SL_0000019550,숨을안쉬다,
19551,18,2018,정면,단어,,KETI_SL_0000019551,시청,
19552,18,2018,정면,단어,,KETI_SL_0000019552,신고하세요(경찰),
19553,18,2018,정면,단어,,KETI_SL_0000019553,심장마비,
19554,18,2018,정면,단어,,KETI_SL_0000019554,아기,
19555,18,2018,정면,단어,,KETI_SL_0000019555,아이들,
19556,18,2018,정면,단어,,KETI_SL_0000019556,어린이,
19557,18,2018,정면,단어,,KETI_SL_0000019557,아내,
19558,18,2018,정면,단어,,KETI_SL_0000019558,아들,
19559,18,2018,정면,단어,,KETI_SL_0000019559,아빠,
19560,18,2018,정면,단어,,KETI_SL_0000019560,아저씨,
19561,18,2018,정면,단어,,KETI_SL_0000019561,아줌마,
19562,18,2018,정면,단어,,KETI_SL_0000019562,아파트,
19563,18,2018,정면,단어,,KETI_SL_0000019563,인대,
19564,18,2018,정면,단어,,KETI_SL_0000019564,안방,
19565,18,2018,정면,단어,,KETI_SL_0000019565,알려주세요,
19566,18,2018,정면,단어,,KETI_SL_0000019566,앞,
19567,18,2018,정면,단어,,KETI_SL_0000019567,앞집,
19568,18,2018,정면,단어,,KETI_SL_0000019568,약국,
19569,18,2018,정면,단어,,KETI_SL_0000019569,약사,
19570,18,2018,정면,단어,,KETI_SL_0000019570,양천구,
19571,18,2018,정면,단어,,KETI_SL_0000019571,어깨,
19572,18,2018,정면,단어,,KETI_SL_0000019572,어제,
19573,18,2018,정면,단어,,KETI_SL_0000019573,어지러움,
19574,18,2018,정면,단어,,KETI_SL_0000019574,언니,
19575,18,2018,정면,단어,,KETI_SL_0000019575,얼굴,
19576,18,2018,정면,단어,,KETI_SL_0000019576,엄마,
19577,18,2018,정면,단어,,KETI_SL_0000019577,엘리베이터,
19578,18,2018,정면,단어,,KETI_SL_0000019578,여자친구,
19579,18,2018,정면,단어,,KETI_SL_0000019579,여학생,
19580,18,2018,정면,단어,,KETI_SL_0000019580,연기,
19581,18,2018,정면,단어,,KETI_SL_0000019581,연락해주세요,
19582,18,2018,정면,단어,,KETI_SL_0000019582,열,
19583,18,2018,정면,단어,,KETI_SL_0000019583,열나다,
19584,18,2018,정면,단어,,KETI_SL_0000019584,열어주세요,
19585,18,2018,정면,단어,,KETI_SL_0000019585,엽총,
19586,18,2018,정면,단어,,KETI_SL_0000019586,영등포구,
19587,18,2018,정면,단어,,KETI_SL_0000019587,옆집,
19588,18,2018,정면,단어,,KETI_SL_0000019588,옆집 아저씨,
19589,18,2018,정면,단어,,KETI_SL_0000019589,옆집 할아버지,
19590,18,2018,정면,단어,,KETI_SL_0000019590,옆집사람,
19591,18,2018,정면,단어,,KETI_SL_0000019591,옆쪽,
19592,18,2018,정면,단어,,KETI_SL_0000019592,오늘,
19593,18,2018,정면,단어,,KETI_SL_0000019593,오른쪽,
19594,18,2018,정면,단어,,KETI_SL_0000019594,오른쪽-귀,
19595,18,2018,정면,단어,,KETI_SL_0000019595,오른쪽-눈,
19596,18,2018,정면,단어,,KETI_SL_0000019596,오빠,
19597,18,2018,정면,단어,,KETI_SL_0000019597,옥상,
19598,18,2018,정면,단어,,KETI_SL_0000019598,올해,
19599,18,2018,정면,단어,,KETI_SL_0000019599,왼쪽,
19600,18,2018,정면,단어,,KETI_SL_0000019600,왼쪽-귀,
19601,18,2018,정면,단어,,KETI_SL_0000019601,왼쪽-눈,
19602,18,2018,정면,단어,,KETI_SL_0000019602,욕실,
19603,18,2018,정면,단어,,KETI_SL_0000019603,용산구,
19604,18,2018,정면,단어,,KETI_SL_0000019604,우리집,
19605,18,2018,정면,단어,,KETI_SL_0000019605,운동장,
19606,18,2018,정면,단어,,KETI_SL_0000019606,월요일,
19607,18,2018,정면,단어,,KETI_SL_0000019607,위,
19608,18,2018,정면,단어,,KETI_SL_0000019608,위에,
19609,18,2018,정면,단어,,KETI_SL_0000019609,위협,
19610,18,2018,정면,단어,,KETI_SL_0000019610,윗집,
19611,18,2018,정면,단어,,KETI_SL_0000019611,윗집사람,
19612,18,2018,정면,단어,,KETI_SL_0000019612,유리,
19613,18,2018,정면,단어,,KETI_SL_0000019613,유치원,
19614,18,2018,정면,단어,,KETI_SL_0000019614,유치원 버스,
19615,18,2018,정면,단어,,KETI_SL_0000019615,은평구,
19616,18,2018,정면,단어,,KETI_SL_0000019616,음식물,
19617,18,2018,정면,단어,,KETI_SL_0000019617,응급대원,
19618,18,2018,정면,단어,,KETI_SL_0000019618,응급처리,
19619,18,2018,정면,단어,,KETI_SL_0000019619,의사,
19620,18,2018,정면,단어,,KETI_SL_0000019620,이마,
19621,18,2018,정면,단어,,KETI_SL_0000019621,이물질,
19622,18,2018,정면,단어,,KETI_SL_0000019622,이번,
19623,18,2018,정면,단어,,KETI_SL_0000019623,이상한사람,
19624,18,2018,정면,단어,,KETI_SL_0000019624,이웃집,
19625,18,2018,정면,단어,,KETI_SL_0000019625,일요일,
19626,18,2018,정면,단어,,KETI_SL_0000019626,임산부,
19627,18,2018,정면,단어,,KETI_SL_0000019627,임신한아내,
19628,18,2018,정면,단어,,KETI_SL_0000019628,자동차,
19629,18,2018,정면,단어,,KETI_SL_0000019629,자살,
19630,18,2018,정면,단어,,KETI_SL_0000019630,자상,
19631,18,2018,정면,단어,,KETI_SL_0000019631,작년,
19632,18,2018,정면,단어,,KETI_SL_0000019632,작은방,
19633,18,2018,정면,단어,,KETI_SL_0000019633,장난감,
19634,18,2018,정면,단어,,KETI_SL_0000019634,장단지,
19635,18,2018,정면,단어,,KETI_SL_0000019635,절단,
19636,18,2018,정면,단어,,KETI_SL_0000019636,제초제,
19637,18,2018,정면,단어,,KETI_SL_0000019637,조난,
19638,18,2018,정면,단어,,KETI_SL_0000019638,종로구,
19639,18,2018,정면,단어,,KETI_SL_0000019639,주,
19640,18,2018,정면,단어,,KETI_SL_0000019640,중구,
19641,18,2018,정면,단어,,KETI_SL_0000019641,중랑구,
19642,18,2018,정면,단어,,KETI_SL_0000019642,지난,
19643,18,2018,정면,단어,,KETI_SL_0000019643,지혈대,
19644,18,2018,정면,단어,,KETI_SL_0000019644,진통제,
19645,18,2018,정면,단어,,KETI_SL_0000019645,질식,
19646,18,2018,정면,단어,,KETI_SL_0000019646,집,
19647,18,2018,정면,단어,,KETI_SL_0000019647,집단폭행,
19648,18,2018,정면,단어,,KETI_SL_0000019648,차밖,
19649,18,2018,정면,단어,,KETI_SL_0000019649,차안,
19650,18,2018,정면,단어,,KETI_SL_0000019650,창문,
19651,18,2018,정면,단어,,KETI_SL_0000019651,창백하다,
19652,18,2018,정면,단어,,KETI_SL_0000019652,체온계,
19653,18,2018,정면,단어,,KETI_SL_0000019653,총,
19654,18,2018,정면,단어,,KETI_SL_0000019654,추락,
19655,18,2018,정면,단어,,KETI_SL_0000019655,축사,
19656,18,2018,정면,단어,,KETI_SL_0000019656,출산,
19657,18,2018,정면,단어,,KETI_SL_0000019657,출혈,
19658,18,2018,정면,단어,,KETI_SL_0000019658,피나다,
19659,18,2018,정면,단어,,KETI_SL_0000019659,친구,
19660,18,2018,정면,단어,,KETI_SL_0000019660,침수,
19661,18,2018,정면,단어,,KETI_SL_0000019661,칼,
19662,18,2018,정면,단어,,KETI_SL_0000019662,코,
19663,18,2018,정면,단어,,KETI_SL_0000019663,택시,
19664,18,2018,정면,단어,,KETI_SL_0000019664,토요일,
19665,18,2018,정면,단어,,KETI_SL_0000019665,토하다,
19666,18,2018,정면,단어,,KETI_SL_0000019666,통학버스,
19667,18,2018,정면,단어,,KETI_SL_0000019667,트랙터,
19668,18,2018,정면,단어,,KETI_SL_0000019668,트럭,
19669,18,2018,정면,단어,,KETI_SL_0000019669,파도,
19670,18,2018,정면,단어,,KETI_SL_0000019670,파편,
19671,18,2018,정면,단어,,KETI_SL_0000019671,팔,
19672,18,2018,정면,단어,,KETI_SL_0000019672,팔꿈치,
19673,18,2018,정면,단어,,KETI_SL_0000019673,폭발,
19674,18,2018,정면,단어,,KETI_SL_0000019674,폭탄,
19675,18,2018,정면,단어,,KETI_SL_0000019675,폭우,
19676,18,2018,정면,단어,,KETI_SL_0000019676,폭행,
19677,18,2018,정면,단어,,KETI_SL_0000019677,학교,
19678,18,2018,정면,단어,,KETI_SL_0000019678,학생,
19679,18,2018,정면,단어,,KETI_SL_0000019679,할머니,
19680,18,2018,정면,단어,,KETI_SL_0000019680,할아버지,
19681,18,2018,정면,단어,,KETI_SL_0000019681,함몰되다,
19682,18,2018,정면,단어,,KETI_SL_0000019682,해(연),
19683,18,2018,정면,단어,,KETI_SL_0000019683,해독제,
19684,18,2018,정면,단어,,KETI_SL_0000019684,해열제,
19685,18,2018,정면,단어,,KETI_SL_0000019685,허리,
19686,18,2018,정면,단어,,KETI_SL_0000019686,허벅지,
19687,18,2018,정면,단어,,KETI_SL_0000019687,현관,
19688,18,2018,정면,단어,,KETI_SL_0000019688,현관앞,
19689,18,2018,정면,단어,,KETI_SL_0000019689,협박,
19690,18,2018,정면,단어,,KETI_SL_0000019690,형,
19691,18,2018,정면,단어,,KETI_SL_0000019691,호흡곤란,
19692,18,2018,정면,단어,,KETI_SL_0000019692,호흡기,
19693,18,2018,정면,단어,,KETI_SL_0000019693,홍수,
19694,18,2018,정면,단어,,KETI_SL_0000019694,화상,
19695,18,2018,정면,단어,,KETI_SL_0000019695,화약,
19696,18,2018,정면,단어,,KETI_SL_0000019696,화요일,
19697,18,2018,정면,단어,,KETI_SL_0000019697,화장실,
19698,18,2018,정면,단어,,KETI_SL_0000019698,화재,
19699,18,2018,좌측면,단어,,KETI_SL_0000019699,0,
19700,18,2018,좌측면,단어,,KETI_SL_0000019700,1,
19701,18,2018,좌측면,단어,,KETI_SL_0000019701,2,
19702,18,2018,좌측면,단어,,KETI_SL_0000019702,3,
19703,18,2018,좌측면,단어,,KETI_SL_0000019703,4,
19704,18,2018,좌측면,단어,,KETI_SL_0000019704,5,
19705,18,2018,좌측면,단어,,KETI_SL_0000019705,6,
19706,18,2018,좌측면,단어,,KETI_SL_0000019706,7,
19707,18,2018,좌측면,단어,,KETI_SL_0000019707,8,
19708,18,2018,좌측면,단어,,KETI_SL_0000019708,9,
19709,18,2018,좌측면,단어,,KETI_SL_0000019709,10,
19710,18,2018,좌측면,단어,,KETI_SL_0000019710,11,
19711,18,2018,좌측면,단어,,KETI_SL_0000019711,12,
19712,18,2018,좌측면,단어,,KETI_SL_0000019712,13,
19713,18,2018,좌측면,단어,,KETI_SL_0000019713,14,
19714,18,2018,좌측면,단어,,KETI_SL_0000019714,15,
19715,18,2018,좌측면,단어,,KETI_SL_0000019715,16,
19716,18,2018,좌측면,단어,,KETI_SL_0000019716,17,
19717,18,2018,좌측면,단어,,KETI_SL_0000019717,18,
19718,18,2018,좌측면,단어,,KETI_SL_0000019718,19,
19719,18,2018,좌측면,단어,,KETI_SL_0000019719,20,
19720,18,2018,좌측면,단어,,KETI_SL_0000019720,21,
19721,18,2018,좌측면,단어,,KETI_SL_0000019721,22,
19722,18,2018,좌측면,단어,,KETI_SL_0000019722,23,
19723,18,2018,좌측면,단어,,KETI_SL_0000019723,24,
19724,18,2018,좌측면,단어,,KETI_SL_0000019724,25,
19725,18,2018,좌측면,단어,,KETI_SL_0000019725,26,
19726,18,2018,좌측면,단어,,KETI_SL_0000019726,27,
19727,18,2018,좌측면,단어,,KETI_SL_0000019727,28,
19728,18,2018,좌측면,단어,,KETI_SL_0000019728,29,
19729,18,2018,좌측면,단어,,KETI_SL_0000019729,30,
19730,18,2018,좌측면,단어,,KETI_SL_0000019730,31,
19731,18,2018,좌측면,단어,,KETI_SL_0000019731,32,
19732,18,2018,좌측면,단어,,KETI_SL_0000019732,33,
19733,18,2018,좌측면,단어,,KETI_SL_0000019733,34,
19734,18,2018,좌측면,단어,,KETI_SL_0000019734,35,
19735,18,2018,좌측면,단어,,KETI_SL_0000019735,36,
19736,18,2018,좌측면,단어,,KETI_SL_0000019736,37,
19737,18,2018,좌측면,단어,,KETI_SL_0000019737,38,
19738,18,2018,좌측면,단어,,KETI_SL_0000019738,39,
19739,18,2018,좌측면,단어,,KETI_SL_0000019739,40,
19740,18,2018,좌측면,단어,,KETI_SL_0000019740,41,
19741,18,2018,좌측면,단어,,KETI_SL_0000019741,42,
19742,18,2018,좌측면,단어,,KETI_SL_0000019742,43,
19743,18,2018,좌측면,단어,,KETI_SL_0000019743,44,
19744,18,2018,좌측면,단어,,KETI_SL_0000019744,45,
19745,18,2018,좌측면,단어,,KETI_SL_0000019745,46,
19746,18,2018,좌측면,단어,,KETI_SL_0000019746,47,
19747,18,2018,좌측면,단어,,KETI_SL_0000019747,48,
19748,18,2018,좌측면,단어,,KETI_SL_0000019748,49,
19749,18,2018,좌측면,단어,,KETI_SL_0000019749,50,
19750,18,2018,좌측면,단어,,KETI_SL_0000019750,51,
19751,18,2018,좌측면,단어,,KETI_SL_0000019751,52,
19752,18,2018,좌측면,단어,,KETI_SL_0000019752,53,
19753,18,2018,좌측면,단어,,KETI_SL_0000019753,54,
19754,18,2018,좌측면,단어,,KETI_SL_0000019754,55,
19755,18,2018,좌측면,단어,,KETI_SL_0000019755,56,
19756,18,2018,좌측면,단어,,KETI_SL_0000019756,57,
19757,18,2018,좌측면,단어,,KETI_SL_0000019757,58,
19758,18,2018,좌측면,단어,,KETI_SL_0000019758,59,
19759,18,2018,좌측면,단어,,KETI_SL_0000019759,60,
19760,18,2018,좌측면,단어,,KETI_SL_0000019760,61,
19761,18,2018,좌측면,단어,,KETI_SL_0000019761,62,
19762,18,2018,좌측면,단어,,KETI_SL_0000019762,63,
19763,18,2018,좌측면,단어,,KETI_SL_0000019763,64,
19764,18,2018,좌측면,단어,,KETI_SL_0000019764,65,
19765,18,2018,좌측면,단어,,KETI_SL_0000019765,66,
19766,18,2018,좌측면,단어,,KETI_SL_0000019766,67,
19767,18,2018,좌측면,단어,,KETI_SL_0000019767,68,
19768,18,2018,좌측면,단어,,KETI_SL_0000019768,69,
19769,18,2018,좌측면,단어,,KETI_SL_0000019769,70,
19770,18,2018,좌측면,단어,,KETI_SL_0000019770,71,
19771,18,2018,좌측면,단어,,KETI_SL_0000019771,72,
19772,18,2018,좌측면,단어,,KETI_SL_0000019772,73,
19773,18,2018,좌측면,단어,,KETI_SL_0000019773,74,
19774,18,2018,좌측면,단어,,KETI_SL_0000019774,75,
19775,18,2018,좌측면,단어,,KETI_SL_0000019775,76,
19776,18,2018,좌측면,단어,,KETI_SL_0000019776,77,
19777,18,2018,좌측면,단어,,KETI_SL_0000019777,78,
19778,18,2018,좌측면,단어,,KETI_SL_0000019778,79,
19779,18,2018,좌측면,단어,,KETI_SL_0000019779,80,
19780,18,2018,좌측면,단어,,KETI_SL_0000019780,81,
19781,18,2018,좌측면,단어,,KETI_SL_0000019781,82,
19782,18,2018,좌측면,단어,,KETI_SL_0000019782,83,
19783,18,2018,좌측면,단어,,KETI_SL_0000019783,84,
19784,18,2018,좌측면,단어,,KETI_SL_0000019784,85,
19785,18,2018,좌측면,단어,,KETI_SL_0000019785,86,
19786,18,2018,좌측면,단어,,KETI_SL_0000019786,87,
19787,18,2018,좌측면,단어,,KETI_SL_0000019787,88,
19788,18,2018,좌측면,단어,,KETI_SL_0000019788,89,
19789,18,2018,좌측면,단어,,KETI_SL_0000019789,90,
19790,18,2018,좌측면,단어,,KETI_SL_0000019790,91,
19791,18,2018,좌측면,단어,,KETI_SL_0000019791,92,
19792,18,2018,좌측면,단어,,KETI_SL_0000019792,93,
19793,18,2018,좌측면,단어,,KETI_SL_0000019793,94,
19794,18,2018,좌측면,단어,,KETI_SL_0000019794,95,
19795,18,2018,좌측면,단어,,KETI_SL_0000019795,96,
19796,18,2018,좌측면,단어,,KETI_SL_0000019796,97,
19797,18,2018,좌측면,단어,,KETI_SL_0000019797,98,
19798,18,2018,좌측면,단어,,KETI_SL_0000019798,99,
19799,18,2018,좌측면,단어,,KETI_SL_0000019799,100,
19800,18,2018,좌측면,단어,,KETI_SL_0000019800,112,
19801,18,2018,좌측면,단어,,KETI_SL_0000019801,119,
19802,18,2018,좌측면,단어,,KETI_SL_0000019802,1000,
19803,18,2018,좌측면,단어,,KETI_SL_0000019803,10000,
19804,18,2018,좌측면,단어,,KETI_SL_0000019804,가렵다,
19805,18,2018,좌측면,단어,,KETI_SL_0000019805,가스,
19806,18,2018,좌측면,단어,,KETI_SL_0000019806,가슴,
19807,18,2018,좌측면,단어,,KETI_SL_0000019807,가시,
19808,18,2018,좌측면,단어,,KETI_SL_0000019808,각목,
19809,18,2018,좌측면,단어,,KETI_SL_0000019809,갇히다,
19810,18,2018,좌측면,단어,,KETI_SL_0000019810,감금,
19811,18,2018,좌측면,단어,,KETI_SL_0000019811,감전,
19812,18,2018,좌측면,단어,,KETI_SL_0000019812,강,
19813,18,2018,좌측면,단어,,KETI_SL_0000019813,강남구,
19814,18,2018,좌측면,단어,,KETI_SL_0000019814,강동구,
19815,18,2018,좌측면,단어,,KETI_SL_0000019815,강북구,
19816,18,2018,좌측면,단어,,KETI_SL_0000019816,강서구,
19817,18,2018,좌측면,단어,,KETI_SL_0000019817,강풍,
19818,18,2018,좌측면,단어,,KETI_SL_0000019818,개,
19819,18,2018,좌측면,단어,,KETI_SL_0000019819,거실,
19820,18,2018,좌측면,단어,,KETI_SL_0000019820,걸렸다,
19821,18,2018,좌측면,단어,,KETI_SL_0000019821,결박,
19822,18,2018,좌측면,단어,,KETI_SL_0000019822,경운기,
19823,18,2018,좌측면,단어,,KETI_SL_0000019823,경찰,
19824,18,2018,좌측면,단어,,KETI_SL_0000019824,경찰차,
19825,18,2018,좌측면,단어,,KETI_SL_0000019825,계곡,
19826,18,2018,좌측면,단어,,KETI_SL_0000019826,계단,
19827,18,2018,좌측면,단어,,KETI_SL_0000019827,고속도로,
19828,18,2018,좌측면,단어,,KETI_SL_0000019828,고압전선,
19829,18,2018,좌측면,단어,,KETI_SL_0000019829,고열,
19830,18,2018,좌측면,단어,,KETI_SL_0000019830,고장,
19831,18,2018,좌측면,단어,,KETI_SL_0000019831,부러지다,
19832,18,2018,좌측면,단어,,KETI_SL_0000019832,골절,
19833,18,2018,좌측면,단어,,KETI_SL_0000019833,탈골,
19834,18,2018,좌측면,단어,,KETI_SL_0000019834,곰,
19835,18,2018,좌측면,단어,,KETI_SL_0000019835,공사장,
19836,18,2018,좌측면,단어,,KETI_SL_0000019836,공원,
19837,18,2018,좌측면,단어,,KETI_SL_0000019837,놀이터,
19838,18,2018,좌측면,단어,,KETI_SL_0000019838,공장,
19839,18,2018,좌측면,단어,,KETI_SL_0000019839,관악구,
19840,18,2018,좌측면,단어,,KETI_SL_0000019840,광진구,
19841,18,2018,좌측면,단어,,KETI_SL_0000019841,교통사고,
19842,18,2018,좌측면,단어,,KETI_SL_0000019842,구급대,
19843,18,2018,좌측면,단어,,KETI_SL_0000019843,구급대원,
19844,18,2018,좌측면,단어,,KETI_SL_0000019844,구급차,
19845,18,2018,좌측면,단어,,KETI_SL_0000019845,구로구,
19846,18,2018,좌측면,단어,,KETI_SL_0000019846,구청,
19847,18,2018,좌측면,단어,,KETI_SL_0000019847,구해주세요,
19848,18,2018,좌측면,단어,,KETI_SL_0000019848,귀,
19849,18,2018,좌측면,단어,,KETI_SL_0000019849,금가다,
19850,18,2018,좌측면,단어,,KETI_SL_0000019850,금요일,
19851,18,2018,좌측면,단어,,KETI_SL_0000019851,금천구,
19852,18,2018,좌측면,단어,,KETI_SL_0000019852,급류,
19853,18,2018,좌측면,단어,,KETI_SL_0000019853,기절,
19854,18,2018,좌측면,단어,,KETI_SL_0000019854,기절하다,
19855,18,2018,좌측면,단어,,KETI_SL_0000019855,깔리다,
19856,18,2018,좌측면,단어,,KETI_SL_0000019856,끓는물,
19857,18,2018,좌측면,단어,,KETI_SL_0000019857,남자친구,
19858,18,2018,좌측면,단어,,KETI_SL_0000019858,남편,
19859,18,2018,좌측면,단어,,KETI_SL_0000019859,남학생,
19860,18,2018,좌측면,단어,,KETI_SL_0000019860,납치,
19861,18,2018,좌측면,단어,,KETI_SL_0000019861,낫,
19862,18,2018,좌측면,단어,,KETI_SL_0000019862,낯선남자,
19863,18,2018,좌측면,단어,,KETI_SL_0000019863,낯선사람,
19864,18,2018,좌측면,단어,,KETI_SL_0000019864,낯선여자,
19865,18,2018,좌측면,단어,,KETI_SL_0000019865,내년,
19866,18,2018,좌측면,단어,,KETI_SL_0000019866,내일,
19867,18,2018,좌측면,단어,,KETI_SL_0000019867,냄새나다,
19868,18,2018,좌측면,단어,,KETI_SL_0000019868,노원구,
19869,18,2018,좌측면,단어,,KETI_SL_0000019869,논,
19870,18,2018,좌측면,단어,,KETI_SL_0000019870,농약,
19871,18,2018,좌측면,단어,,KETI_SL_0000019871,누나,
19872,18,2018,좌측면,단어,,KETI_SL_0000019872,누수,
19873,18,2018,좌측면,단어,,KETI_SL_0000019873,누전,
19874,18,2018,좌측면,단어,,KETI_SL_0000019874,누출,
19875,18,2018,좌측면,단어,,KETI_SL_0000019875,눈,
19876,18,2018,좌측면,단어,,KETI_SL_0000019876,다리,
19877,18,2018,좌측면,단어,,KETI_SL_0000019877,다음,
19878,18,2018,좌측면,단어,,KETI_SL_0000019878,달(월),
19879,18,2018,좌측면,단어,,KETI_SL_0000019879,대문앞,
19880,18,2018,좌측면,단어,,KETI_SL_0000019880,도둑,
19881,18,2018,좌측면,단어,,KETI_SL_0000019881,절도,
19882,18,2018,좌측면,단어,,KETI_SL_0000019882,도로,
19883,18,2018,좌측면,단어,,KETI_SL_0000019883,도봉구,
19884,18,2018,좌측면,단어,,KETI_SL_0000019884,독극물,
19885,18,2018,좌측면,단어,,KETI_SL_0000019885,독버섯,
19886,18,2018,좌측면,단어,,KETI_SL_0000019886,독사,
19887,18,2018,좌측면,단어,,KETI_SL_0000019887,동대문구,
19888,18,2018,좌측면,단어,,KETI_SL_0000019888,동생,
19889,18,2018,좌측면,단어,,KETI_SL_0000019889,동작구,
19890,18,2018,좌측면,단어,,KETI_SL_0000019890,동전,
19891,18,2018,좌측면,단어,,KETI_SL_0000019891,두드러기생기다,
19892,18,2018,좌측면,단어,,KETI_SL_0000019892,뒤,
19893,18,2018,좌측면,단어,,KETI_SL_0000019893,뒤통수,
19894,18,2018,좌측면,단어,,KETI_SL_0000019894,등,
19895,18,2018,좌측면,단어,,KETI_SL_0000019895,딸,
19896,18,2018,좌측면,단어,,KETI_SL_0000019896,떨어지다,
19897,18,2018,좌측면,단어,,KETI_SL_0000019897,쓰러지다,
19898,18,2018,좌측면,단어,,KETI_SL_0000019898,뜨거운물,
19899,18,2018,좌측면,단어,,KETI_SL_0000019899,마당,
19900,18,2018,좌측면,단어,,KETI_SL_0000019900,마포구,
19901,18,2018,좌측면,단어,,KETI_SL_0000019901,말려주세요,
19902,18,2018,좌측면,단어,,KETI_SL_0000019902,말벌,
19903,18,2018,좌측면,단어,,KETI_SL_0000019903,맹견,
19904,18,2018,좌측면,단어,,KETI_SL_0000019904,머리,
19905,18,2018,좌측면,단어,,KETI_SL_0000019905,멧돼지,
19906,18,2018,좌측면,단어,,KETI_SL_0000019906,목,
19907,18,2018,좌측면,단어,,KETI_SL_0000019907,목요일,
19908,18,2018,좌측면,단어,,KETI_SL_0000019908,무너지다,
19909,18,2018,좌측면,단어,,KETI_SL_0000019909,붕괴,
19910,18,2018,좌측면,단어,,KETI_SL_0000019910,무릎,
19911,18,2018,좌측면,단어,,KETI_SL_0000019911,문틈,
19912,18,2018,좌측면,단어,,KETI_SL_0000019912,물,
19913,18,2018,좌측면,단어,,KETI_SL_0000019913,밑에,
19914,18,2018,좌측면,단어,,KETI_SL_0000019914,아래,
19915,18,2018,좌측면,단어,,KETI_SL_0000019915,바다,
19916,18,2018,좌측면,단어,,KETI_SL_0000019916,반점생기다,
19917,18,2018,좌측면,단어,,KETI_SL_0000019917,발,
19918,18,2018,좌측면,단어,,KETI_SL_0000019918,발가락,
19919,18,2018,좌측면,단어,,KETI_SL_0000019919,발목,
19920,18,2018,좌측면,단어,,KETI_SL_0000019920,발작,
19921,18,2018,좌측면,단어,,KETI_SL_0000019921,방망이,
19922,18,2018,좌측면,단어,,KETI_SL_0000019922,밭,
19923,18,2018,좌측면,단어,,KETI_SL_0000019923,배,
19924,18,2018,좌측면,단어,,KETI_SL_0000019924,복부,
19925,18,2018,좌측면,단어,,KETI_SL_0000019925,배고프다,
19926,18,2018,좌측면,단어,,KETI_SL_0000019926,뱀,
19927,18,2018,좌측면,단어,,KETI_SL_0000019927,벌,
19928,18,2018,좌측면,단어,,KETI_SL_0000019928,범람,
19929,18,2018,좌측면,단어,,KETI_SL_0000019929,벼락,
